CaseStudy,WindowMin,WindowMax,Option,Value,Configurations,Pearson-Correlation,Group
exastencils,9.16,10.67,poly_tileSize_z,20,895,0.686,poly_tileSize_z
exastencils,9.16,10.67,poly_tileSize_z,0,1572,0.758,poly_tileSize_z
exastencils,9.16,10.67,poly_tileSize_z,10,884,0.720,poly_tileSize_z
exastencils,9.16,10.67,poly_tileSize_z,16,885,0.699,poly_tileSize_z
exastencils,9.16,10.67,poly_tileSize_z,32,997,0.721,poly_tileSize_z
exastencils,9.16,10.67,poly_tileSize_z,64,1073,0.738,poly_tileSize_z
exastencils,9.92,11.42,poly_tileSize_z,16,484,0.766,poly_tileSize_z
exastencils,9.92,11.42,poly_tileSize_z,0,1105,0.724,poly_tileSize_z
exastencils,9.92,11.42,poly_tileSize_z,20,494,0.746,poly_tileSize_z
exastencils,9.92,11.42,poly_tileSize_z,10,491,0.755,poly_tileSize_z
exastencils,9.92,11.42,poly_tileSize_z,32,543,0.769,poly_tileSize_z
exastencils,9.92,11.42,poly_tileSize_z,64,593,0.720,poly_tileSize_z
exastencils,9.92,11.42,poly_tileSize_z,128,656,0.723,poly_tileSize_z
exastencils,9.92,11.42,poly_tileSize_z,8,515,0.767,poly_tileSize_z
exastencils,10.67,12.18,poly_tileSize_z,0,639,0.747,poly_tileSize_z
exastencils,10.67,12.18,poly_tileSize_z,16,301,0.645,poly_tileSize_z
exastencils,10.67,12.18,poly_tileSize_z,128,375,0.766,poly_tileSize_z
exastencils,10.67,12.18,poly_tileSize_z,64,354,0.727,poly_tileSize_z
exastencils,10.67,12.18,poly_tileSize_z,10,310,0.697,poly_tileSize_z
exastencils,10.67,12.18,poly_tileSize_z,20,308,0.728,poly_tileSize_z
exastencils,10.67,12.18,poly_tileSize_z,32,323,0.696,poly_tileSize_z
exastencils,10.67,12.18,poly_tileSize_z,8,314,0.742,poly_tileSize_z
exastencils,11.42,12.93,poly_tileSize_z,10,321,0.761,poly_tileSize_z
exastencils,11.42,12.93,poly_tileSize_z,64,291,0.767,poly_tileSize_z
exastencils,11.42,12.93,poly_tileSize_z,20,331,0.780,poly_tileSize_z
exastencils,11.42,12.93,poly_tileSize_z,0,392,0.777,poly_tileSize_z
exastencils,11.42,12.93,poly_tileSize_z,16,326,0.749,poly_tileSize_z
exastencils,11.42,12.93,poly_tileSize_z,32,320,0.782,poly_tileSize_z
exastencils,11.42,12.93,poly_tileSize_z,8,313,0.766,poly_tileSize_z
exastencils,11.42,12.93,poly_tileSize_z,128,274,0.735,poly_tileSize_z
exastencils,12.18,13.68,poly_tileSize_z,20,306,0.727,poly_tileSize_z
exastencils,12.18,13.68,poly_tileSize_z,16,306,0.755,poly_tileSize_z
exastencils,12.18,13.68,poly_tileSize_z,10,304,0.664,poly_tileSize_z
exastencils,12.18,13.68,poly_tileSize_z,0,338,0.763,poly_tileSize_z
exastencils,12.18,13.68,poly_tileSize_z,64,290,0.673,poly_tileSize_z
exastencils,12.18,13.68,poly_tileSize_z,32,297,0.667,poly_tileSize_z
exastencils,12.18,13.68,poly_tileSize_z,8,299,0.729,poly_tileSize_z
exastencils,12.18,13.68,poly_tileSize_z,128,280,0.643,poly_tileSize_z
exastencils,12.93,14.43,poly_tileSize_z,128,275,0.693,poly_tileSize_z
exastencils,12.93,14.43,poly_tileSize_z,10,272,0.741,poly_tileSize_z
exastencils,12.93,14.43,poly_tileSize_z,16,266,0.762,poly_tileSize_z
exastencils,12.93,14.43,poly_tileSize_z,64,267,0.779,poly_tileSize_z
exastencils,12.93,14.43,poly_tileSize_z,8,280,0.769,poly_tileSize_z
exastencils,12.93,14.43,poly_tileSize_z,20,261,0.683,poly_tileSize_z
exastencils,12.93,14.43,poly_tileSize_z,32,268,0.743,poly_tileSize_z
exastencils,12.93,14.43,poly_tileSize_z,0,290,0.576,poly_tileSize_z
exastencils,13.68,15.19,poly_tileSize_z,16,212,0.659,poly_tileSize_z
exastencils,13.68,15.19,poly_tileSize_z,8,220,0.588,poly_tileSize_z
exastencils,13.68,15.19,poly_tileSize_z,128,225,0.642,poly_tileSize_z
exastencils,13.68,15.19,poly_tileSize_z,20,211,0.665,poly_tileSize_z
exastencils,13.68,15.19,poly_tileSize_z,0,262,0.760,poly_tileSize_z
exastencils,13.68,15.19,poly_tileSize_z,32,218,0.574,poly_tileSize_z
exastencils,13.68,15.19,poly_tileSize_z,64,216,0.643,poly_tileSize_z
exastencils,13.68,15.19,poly_tileSize_z,10,211,0.581,poly_tileSize_z
exastencils,14.43,15.94,poly_tileSize_z,10,113,0.719,poly_tileSize_z
exastencils,14.43,15.94,poly_tileSize_z,128,195,0.650,poly_tileSize_z
exastencils,14.43,15.94,poly_tileSize_z,20,102,0.630,poly_tileSize_z
exastencils,14.43,15.94,poly_tileSize_z,16,99,0.712,poly_tileSize_z
exastencils,14.43,15.94,poly_tileSize_z,8,123,0.685,poly_tileSize_z
exastencils,14.43,15.94,poly_tileSize_z,64,177,0.719,poly_tileSize_z
exastencils,14.43,15.94,poly_tileSize_z,32,131,0.682,poly_tileSize_z
exastencils,14.43,15.94,poly_tileSize_z,0,210,0.593,poly_tileSize_z
exastencils,15.19,16.69,poly_tileSize_z,16,49,0.722,poly_tileSize_z
exastencils,15.19,16.69,poly_tileSize_z,20,49,0.731,poly_tileSize_z
exastencils,15.19,16.69,poly_tileSize_z,0,117,0.678,poly_tileSize_z
exastencils,15.19,16.69,poly_tileSize_z,10,56,0.686,poly_tileSize_z
exastencils,15.19,16.69,poly_tileSize_z,64,82,0.563,poly_tileSize_z
exastencils,15.19,16.69,poly_tileSize_z,32,59,0.474,poly_tileSize_z
exastencils,15.19,16.69,poly_tileSize_z,128,81,0.618,poly_tileSize_z
exastencils,15.19,16.69,poly_tileSize_z,8,56,0.734,poly_tileSize_z
exastencils,15.94,17.45,poly_tileSize_z,128,30,0.582,poly_tileSize_z
exastencils,15.94,17.45,poly_tileSize_z,64,30,0.775,poly_tileSize_z
exastencils,15.94,17.45,poly_tileSize_z,0,54,0.634,poly_tileSize_z
exastencils,15.94,17.45,poly_tileSize_z,32,19,0.840,poly_tileSize_z
exastencils,15.94,17.45,poly_tileSize_z,16,15,0.730,poly_tileSize_z
exastencils,15.94,17.45,poly_tileSize_z,20,16,0.554,poly_tileSize_z
exastencils,15.94,17.45,poly_tileSize_z,10,14,0.742,poly_tileSize_z
exastencils,15.94,17.45,poly_tileSize_z,8,13,0.741,poly_tileSize_z
exastencils,16.69,18.20,poly_tileSize_z,0,18,0.687,poly_tileSize_z
exastencils,16.69,18.20,poly_tileSize_z,64,12,0.757,poly_tileSize_z
exastencils,16.69,18.20,poly_tileSize_z,20,11,0.760,poly_tileSize_z
exastencils,16.69,18.20,poly_tileSize_z,128,13,0.504,poly_tileSize_z
exastencils,16.69,18.20,poly_tileSize_z,8,11,0.831,poly_tileSize_z
exastencils,16.69,18.20,poly_tileSize_z,10,11,0.771,poly_tileSize_z
exastencils,16.69,18.20,poly_tileSize_z,16,10,0.795,poly_tileSize_z
exastencils,16.69,18.20,poly_tileSize_z,32,11,0.851,poly_tileSize_z
exastencils,17.45,18.95,poly_tileSize_z,128,10,0.592,poly_tileSize_z
exastencils,17.45,18.95,poly_tileSize_z,32,12,0.601,poly_tileSize_z
exastencils,17.45,18.95,poly_tileSize_z,10,11,0.543,poly_tileSize_z
exastencils,17.45,18.95,poly_tileSize_z,0,10,0.716,poly_tileSize_z
exastencils,17.45,18.95,poly_tileSize_z,8,12,0.588,poly_tileSize_z
exastencils,17.45,18.95,poly_tileSize_z,64,10,0.756,poly_tileSize_z
exastencils,17.45,18.95,poly_tileSize_z,20,9,0.645,poly_tileSize_z
exastencils,17.45,18.95,poly_tileSize_z,16,9,0.606,poly_tileSize_z
HSQLDB,-,-,compressed_script,0,432,0.992,compressed_script
HSQLDB,-,-,compressed_script,1,432,0.995,compressed_script
HSQLDB,248.20,275.40,compressed_script,0,291,0.736,compressed_script
HSQLDB,248.20,275.40,compressed_script,1,288,0.636,compressed_script
HSQLDB,261.80,289.00,compressed_script,0,214,0.103,compressed_script
HSQLDB,261.80,289.00,compressed_script,1,208,0.504,compressed_script
HSQLDB,302.60,329.80,compressed_script,0,34,0.227,compressed_script
HSQLDB,302.60,329.80,compressed_script,1,36,0.362,compressed_script
HSQLDB,316.20,343.40,compressed_script,0,34,0.227,compressed_script
HSQLDB,316.20,343.40,compressed_script,1,36,0.362,compressed_script
HSQLDB,452.20,479.40,compressed_script,0,23,-0.588,compressed_script
HSQLDB,452.20,479.40,compressed_script,1,15,-0.261,compressed_script
HSQLDB,465.80,493.00,compressed_script,0,36,-0.032,compressed_script
HSQLDB,465.80,493.00,compressed_script,1,36,0.166,compressed_script
HSQLDB,479.40,506.60,compressed_script,0,13,0.415,compressed_script
HSQLDB,479.40,506.60,compressed_script,1,21,-0.101,compressed_script
HSQLDB,493.00,520.20,compressed_script,0,71,0.195,compressed_script
HSQLDB,493.00,520.20,compressed_script,1,72,0.291,compressed_script
HSQLDB,-,-,encryption,0,288,0.689,encryption
HSQLDB,248.20,275.40,encryption,0,288,0.689,encryption
HSQLDB,261.80,289.00,encryption,0,211,0.377,encryption
HSQLDB,-,-,crypt_aes,1,288,0.697,encryption
HSQLDB,248.20,275.40,crypt_aes,1,288,0.697,encryption
HSQLDB,261.80,289.00,crypt_aes,1,211,0.185,encryption
HSQLDB,-,-,crypt_blowfish,1,288,0.980,encryption
HSQLDB,248.20,275.40,crypt_blowfish,1,3,0.975,encryption
HSQLDB,302.60,329.80,crypt_blowfish,1,70,0.299,encryption
HSQLDB,316.20,343.40,crypt_blowfish,1,70,0.299,encryption
HSQLDB,452.20,479.40,crypt_blowfish,1,38,-0.479,encryption
HSQLDB,465.80,493.00,crypt_blowfish,1,72,0.043,encryption
HSQLDB,479.40,506.60,crypt_blowfish,1,34,0.066,encryption
HSQLDB,493.00,520.20,crypt_blowfish,1,143,0.235,encryption
HSQLDB,-,-,txc_mvlocks,1,288,0.993,transaction_control
HSQLDB,248.20,275.40,txc_mvlocks,1,193,0.693,transaction_control
HSQLDB,261.80,289.00,txc_mvlocks,1,140,0.277,transaction_control
HSQLDB,302.60,329.80,txc_mvlocks,1,23,0.365,transaction_control
HSQLDB,316.20,343.40,txc_mvlocks,1,23,0.365,transaction_control
HSQLDB,493.00,520.20,txc_mvlocks,1,72,0.133,transaction_control
HSQLDB,-,-,txc_mvcc,1,288,0.994,transaction_control
HSQLDB,248.20,275.40,txc_mvcc,1,193,0.681,transaction_control
HSQLDB,261.80,289.00,txc_mvcc,1,143,0.186,transaction_control
HSQLDB,302.60,329.80,txc_mvcc,1,24,0.309,transaction_control
HSQLDB,316.20,343.40,txc_mvcc,1,24,0.309,transaction_control
HSQLDB,493.00,520.20,txc_mvcc,1,71,0.368,transaction_control
HSQLDB,-,-,txc_locks,1,288,0.992,transaction_control
HSQLDB,248.20,275.40,txc_locks,1,193,0.698,transaction_control
HSQLDB,261.80,289.00,txc_locks,1,139,0.357,transaction_control
HSQLDB,302.60,329.80,txc_locks,1,23,0.235,transaction_control
HSQLDB,316.20,343.40,txc_locks,1,23,0.235,transaction_control
HSQLDB,452.20,479.40,txc_locks,1,38,-0.479,transaction_control
HSQLDB,465.80,493.00,txc_locks,1,72,0.043,transaction_control
HSQLDB,479.40,506.60,txc_locks,1,34,0.066,transaction_control
HSQLDB,-,-,memory_tables,1,216,0.961,table_type
HSQLDB,248.20,275.40,memory_tables,1,146,0.289,table_type
HSQLDB,302.60,329.80,memory_tables,1,70,0.299,table_type
HSQLDB,316.20,343.40,memory_tables,1,70,0.299,table_type
HSQLDB,-,-,cached_tables,1,648,0.994,table_type
HSQLDB,248.20,275.40,cached_tables,1,433,0.345,table_type
HSQLDB,261.80,289.00,cached_tables,1,422,0.280,table_type
HSQLDB,452.20,479.40,cached_tables,1,38,-0.479,table_type
HSQLDB,465.80,493.00,cached_tables,1,72,0.043,table_type
HSQLDB,479.40,506.60,cached_tables,1,34,0.066,table_type
HSQLDB,493.00,520.20,cached_tables,1,143,0.235,table_type
HSQLDB,-,-,small_cache,0,648,0.994,small_cache
HSQLDB,-,-,small_cache,1,216,0.991,small_cache
HSQLDB,248.20,275.40,small_cache,0,435,0.734,small_cache
HSQLDB,248.20,275.40,small_cache,1,144,0.331,small_cache
HSQLDB,261.80,289.00,small_cache,0,280,0.241,small_cache
HSQLDB,261.80,289.00,small_cache,1,142,0.323,small_cache
HSQLDB,302.60,329.80,small_cache,0,70,0.299,small_cache
HSQLDB,316.20,343.40,small_cache,0,70,0.299,small_cache
HSQLDB,452.20,479.40,small_cache,0,38,-0.479,small_cache
HSQLDB,465.80,493.00,small_cache,0,48,-0.182,small_cache
HSQLDB,465.80,493.00,small_cache,1,24,0.012,small_cache
HSQLDB,479.40,506.60,small_cache,0,10,0.642,small_cache
HSQLDB,479.40,506.60,small_cache,1,24,0.012,small_cache
HSQLDB,493.00,520.20,small_cache,0,95,-0.104,small_cache
HSQLDB,493.00,520.20,small_cache,1,48,0.007,small_cache
HSQLDB,-,-,large_cache,0,648,0.993,large_cache
HSQLDB,-,-,large_cache,1,216,0.994,large_cache
HSQLDB,248.20,275.40,large_cache,0,434,0.709,large_cache
HSQLDB,248.20,275.40,large_cache,1,145,0.405,large_cache
HSQLDB,261.80,289.00,large_cache,0,285,0.384,large_cache
HSQLDB,261.80,289.00,large_cache,1,137,0.145,large_cache
HSQLDB,302.60,329.80,large_cache,0,70,0.299,large_cache
HSQLDB,316.20,343.40,large_cache,0,70,0.299,large_cache
HSQLDB,452.20,479.40,large_cache,0,20,0.152,large_cache
HSQLDB,452.20,479.40,large_cache,1,18,-0.801,large_cache
HSQLDB,465.80,493.00,large_cache,0,48,0.293,large_cache
HSQLDB,465.80,493.00,large_cache,1,24,-0.521,large_cache
HSQLDB,479.40,506.60,large_cache,0,28,0.023,large_cache
HSQLDB,479.40,506.60,large_cache,1,6,0.653,large_cache
HSQLDB,493.00,520.20,large_cache,0,96,0.377,large_cache
HSQLDB,493.00,520.20,large_cache,1,47,-0.265,large_cache
HSQLDB,-,-,logging,0,288,0.993,logging
HSQLDB,-,-,logging,1,576,0.993,logging
HSQLDB,248.20,275.40,logging,0,194,0.682,logging
HSQLDB,248.20,275.40,logging,1,385,0.695,logging
HSQLDB,261.80,289.00,logging,0,141,0.293,logging
HSQLDB,261.80,289.00,logging,1,281,0.274,logging
HSQLDB,302.60,329.80,logging,0,23,0.205,logging
HSQLDB,302.60,329.80,logging,1,47,0.343,logging
HSQLDB,316.20,343.40,logging,0,23,0.205,logging
HSQLDB,316.20,343.40,logging,1,47,0.343,logging
HSQLDB,452.20,479.40,logging,0,12,-0.410,logging
HSQLDB,452.20,479.40,logging,1,26,-0.515,logging
HSQLDB,465.80,493.00,logging,0,24,0.162,logging
HSQLDB,465.80,493.00,logging,1,48,-0.017,logging
HSQLDB,479.40,506.60,logging,0,12,0.362,logging
HSQLDB,479.40,506.60,logging,1,22,-0.103,logging
HSQLDB,493.00,520.20,logging,0,47,0.268,logging
HSQLDB,493.00,520.20,logging,1,96,0.219,logging
HSQLDB,-,-,detailed_logging,0,576,0.993,detailed_logging
HSQLDB,-,-,detailed_logging,1,288,0.993,detailed_logging
HSQLDB,248.20,275.40,detailed_logging,0,386,0.682,detailed_logging
HSQLDB,248.20,275.40,detailed_logging,1,193,0.708,detailed_logging
HSQLDB,261.80,289.00,detailed_logging,0,282,0.273,detailed_logging
HSQLDB,261.80,289.00,detailed_logging,1,140,0.296,detailed_logging
HSQLDB,302.60,329.80,detailed_logging,0,47,0.324,detailed_logging
HSQLDB,302.60,329.80,detailed_logging,1,23,0.259,detailed_logging
HSQLDB,316.20,343.40,detailed_logging,0,47,0.324,detailed_logging
HSQLDB,316.20,343.40,detailed_logging,1,23,0.259,detailed_logging
HSQLDB,452.20,479.40,detailed_logging,0,24,-0.486,detailed_logging
HSQLDB,452.20,479.40,detailed_logging,1,14,-0.471,detailed_logging
HSQLDB,465.80,493.00,detailed_logging,0,48,0.062,detailed_logging
HSQLDB,465.80,493.00,detailed_logging,1,24,0.005,detailed_logging
HSQLDB,479.40,506.60,detailed_logging,0,24,0.174,detailed_logging
HSQLDB,479.40,506.60,detailed_logging,1,10,-0.251,detailed_logging
HSQLDB,493.00,520.20,detailed_logging,0,95,0.236,detailed_logging
HSQLDB,493.00,520.20,detailed_logging,1,48,0.234,detailed_logging
HSQLDB,-,-,no_write_delay,0,432,0.993,no_write_delay
HSQLDB,-,-,no_write_delay,1,432,0.995,no_write_delay
HSQLDB,248.20,275.40,no_write_delay,0,289,0.682,no_write_delay
HSQLDB,248.20,275.40,no_write_delay,1,290,0.749,no_write_delay
HSQLDB,261.80,289.00,no_write_delay,0,211,0.430,no_write_delay
HSQLDB,261.80,289.00,no_write_delay,1,211,0.169,no_write_delay
HSQLDB,302.60,329.80,no_write_delay,0,35,0.724,no_write_delay
HSQLDB,302.60,329.80,no_write_delay,1,35,-0.236,no_write_delay
HSQLDB,316.20,343.40,no_write_delay,0,35,0.724,no_write_delay
HSQLDB,316.20,343.40,no_write_delay,1,35,-0.236,no_write_delay
HSQLDB,452.20,479.40,no_write_delay,0,20,-0.409,no_write_delay
HSQLDB,452.20,479.40,no_write_delay,1,18,-0.595,no_write_delay
HSQLDB,465.80,493.00,no_write_delay,0,36,0.364,no_write_delay
HSQLDB,465.80,493.00,no_write_delay,1,36,-0.339,no_write_delay
HSQLDB,479.40,506.60,no_write_delay,0,16,0.450,no_write_delay
HSQLDB,479.40,506.60,no_write_delay,1,18,-0.612,no_write_delay
HSQLDB,493.00,520.20,no_write_delay,0,72,0.558,no_write_delay
HSQLDB,493.00,520.20,no_write_delay,1,71,-0.171,no_write_delay
HSQLDB,-,-,small_log,0,432,0.992,small_log
HSQLDB,-,-,small_log,1,432,0.994,small_log
HSQLDB,248.20,275.40,small_log,0,288,0.656,small_log
HSQLDB,248.20,275.40,small_log,1,291,0.722,small_log
HSQLDB,261.80,289.00,small_log,0,207,0.230,small_log
HSQLDB,261.80,289.00,small_log,1,215,0.365,small_log
HSQLDB,302.60,329.80,small_log,0,36,-0.007,small_log
HSQLDB,302.60,329.80,small_log,1,34,-0.211,small_log
HSQLDB,316.20,343.40,small_log,0,36,-0.007,small_log
HSQLDB,316.20,343.40,small_log,1,34,-0.211,small_log
HSQLDB,452.20,479.40,small_log,0,21,-0.630,small_log
HSQLDB,452.20,479.40,small_log,1,17,0.444,small_log
HSQLDB,465.80,493.00,small_log,0,36,-0.237,small_log
HSQLDB,465.80,493.00,small_log,1,36,0.288,small_log
HSQLDB,479.40,506.60,small_log,0,15,-0.247,small_log
HSQLDB,479.40,506.60,small_log,1,19,0.014,small_log
HSQLDB,493.00,520.20,small_log,0,72,0.067,small_log
HSQLDB,493.00,520.20,small_log,1,71,0.365,small_log
jump3r,-,-,CRC,0,1969,0.997,CRC
jump3r,-,-,CRC,1,2327,0.997,CRC
jump3r,0.60,196.26,CRC,0,1964,0.976,CRC
jump3r,0.60,196.26,CRC,1,2265,0.973,CRC
jump3r,489.76,685.43,CRC,1,26,0.828,CRC
jump3r,587.60,783.26,CRC,1,30,-0.142,CRC
jump3r,685.43,881.10,CRC,1,4,-0.551,CRC
jump3r,783.26,978.93,CRC,0,2,-1.000,CRC
jump3r,783.26,978.93,CRC,1,2,-1.000,CRC
jump3r,881.10,1076.76,CRC,0,2,-1.000,CRC
jump3r,881.10,1076.76,CRC,1,2,-1.000,CRC
jump3r,1076.76,1272.43,CRC,0,3,-0.957,CRC
jump3r,1272.43,1468.10,CRC,1,25,0.797,CRC
jump3r,1370.26,1565.93,CRC,1,29,-0.115,CRC
jump3r,1468.10,1663.76,CRC,1,4,0.701,CRC
jump3r,-,-,SwapBytes,0,1955,0.997,SwapBytes
jump3r,-,-,SwapBytes,1,2341,0.997,SwapBytes
jump3r,0.60,196.26,SwapBytes,0,1949,0.977,SwapBytes
jump3r,0.60,196.26,SwapBytes,1,2280,0.973,SwapBytes
jump3r,489.76,685.43,SwapBytes,0,3,0.940,SwapBytes
jump3r,489.76,685.43,SwapBytes,1,23,0.868,SwapBytes
jump3r,587.60,783.26,SwapBytes,0,3,0.940,SwapBytes
jump3r,587.60,783.26,SwapBytes,1,27,-0.144,SwapBytes
jump3r,685.43,881.10,SwapBytes,1,4,-0.551,SwapBytes
jump3r,783.26,978.93,SwapBytes,1,4,0.978,SwapBytes
jump3r,881.10,1076.76,SwapBytes,1,4,0.978,SwapBytes
jump3r,1076.76,1272.43,SwapBytes,1,2,1.000,SwapBytes
jump3r,1272.43,1468.10,SwapBytes,0,2,1.000,SwapBytes
jump3r,1272.43,1468.10,SwapBytes,1,23,0.796,SwapBytes
jump3r,1370.26,1565.93,SwapBytes,0,2,1.000,SwapBytes
jump3r,1370.26,1565.93,SwapBytes,1,27,-0.113,SwapBytes
jump3r,1468.10,1663.76,SwapBytes,1,4,0.701,SwapBytes
jump3r,-,-,Downmix,0,2109,0.997,Downmix
jump3r,-,-,Downmix,1,2187,0.997,Downmix
jump3r,0.60,196.26,Downmix,0,2102,0.976,Downmix
jump3r,0.60,196.26,Downmix,1,2127,0.973,Downmix
jump3r,489.76,685.43,Downmix,1,25,0.846,Downmix
jump3r,587.60,783.26,Downmix,1,29,-0.127,Downmix
jump3r,685.43,881.10,Downmix,1,4,-0.551,Downmix
jump3r,783.26,978.93,Downmix,1,4,0.978,Downmix
jump3r,881.10,1076.76,Downmix,1,4,0.978,Downmix
jump3r,1076.76,1272.43,Downmix,1,2,1.000,Downmix
jump3r,1272.43,1468.10,Downmix,0,4,0.792,Downmix
jump3r,1272.43,1468.10,Downmix,1,21,0.800,Downmix
jump3r,1370.26,1565.93,Downmix,0,5,-0.384,Downmix
jump3r,1370.26,1565.93,Downmix,1,24,-0.072,Downmix
jump3r,1468.10,1663.76,Downmix,1,3,0.662,Downmix
jump3r,-,-,NoRes,0,2144,0.999,NoRes
jump3r,-,-,NoRes,1,2152,0.996,NoRes
jump3r,0.60,196.26,NoRes,0,2136,0.976,NoRes
jump3r,0.60,196.26,NoRes,1,2093,0.973,NoRes
jump3r,489.76,685.43,NoRes,0,2,1.000,NoRes
jump3r,489.76,685.43,NoRes,1,24,0.812,NoRes
jump3r,587.60,783.26,NoRes,0,3,-0.051,NoRes
jump3r,587.60,783.26,NoRes,1,27,-0.163,NoRes
jump3r,685.43,881.10,NoRes,1,3,-0.422,NoRes
jump3r,783.26,978.93,NoRes,1,4,0.978,NoRes
jump3r,881.10,1076.76,NoRes,1,4,0.978,NoRes
jump3r,1076.76,1272.43,NoRes,1,2,1.000,NoRes
jump3r,1272.43,1468.10,NoRes,0,4,0.015,NoRes
jump3r,1272.43,1468.10,NoRes,1,21,0.826,NoRes
jump3r,1370.26,1565.93,NoRes,0,4,0.015,NoRes
jump3r,1370.26,1565.93,NoRes,1,25,-0.140,NoRes
jump3r,1468.10,1663.76,NoRes,1,4,0.701,NoRes
jump3r,-,-,Lowpass_5000,1,1130,0.995,LowpassValue
jump3r,0.60,196.26,Lowpass_5000,1,1120,0.965,LowpassValue
jump3r,489.76,685.43,Lowpass_5000,1,3,0.997,LowpassValue
jump3r,587.60,783.26,Lowpass_5000,1,4,-0.311,LowpassValue
jump3r,1272.43,1468.10,Lowpass_5000,1,6,0.979,LowpassValue
jump3r,1370.26,1565.93,Lowpass_5000,1,6,0.979,LowpassValue
jump3r,-,-,Lowpass_10000,1,760,0.998,LowpassValue
jump3r,0.60,196.26,Lowpass_10000,1,741,0.972,LowpassValue
jump3r,489.76,685.43,Lowpass_10000,1,5,0.746,LowpassValue
jump3r,587.60,783.26,Lowpass_10000,1,7,0.117,LowpassValue
jump3r,685.43,881.10,Lowpass_10000,1,2,-1.000,LowpassValue
jump3r,1272.43,1468.10,Lowpass_10000,1,9,0.374,LowpassValue
jump3r,1370.26,1565.93,Lowpass_10000,1,11,-0.341,LowpassValue
jump3r,1468.10,1663.76,Lowpass_10000,1,2,1.000,LowpassValue
jump3r,-,-,Lowpass_20000,1,580,0.996,LowpassValue
jump3r,0.60,196.26,Lowpass_20000,1,561,0.977,LowpassValue
jump3r,489.76,685.43,Lowpass_20000,1,11,0.906,LowpassValue
jump3r,587.60,783.26,Lowpass_20000,1,11,0.906,LowpassValue
jump3r,1272.43,1468.10,Lowpass_20000,1,5,0.983,LowpassValue
jump3r,1370.26,1565.93,Lowpass_20000,1,6,0.086,LowpassValue
jump3r,-,-,LowpassWidth_1000,1,1293,0.997,LowpassWidth
jump3r,0.60,196.26,LowpassWidth_1000,1,1267,0.970,LowpassWidth
jump3r,489.76,685.43,LowpassWidth_1000,1,9,0.932,LowpassWidth
jump3r,587.60,783.26,LowpassWidth_1000,1,12,-0.319,LowpassWidth
jump3r,685.43,881.10,LowpassWidth_1000,1,3,-0.422,LowpassWidth
jump3r,783.26,978.93,LowpassWidth_1000,1,2,-1.000,LowpassWidth
jump3r,881.10,1076.76,LowpassWidth_1000,1,2,-1.000,LowpassWidth
